buggy_B2,buggy_AG,buggy_MA,buggy_RA,ns,nd,nf,entropy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp
clean,clean,clean,clean,0.693147,1.098612,1.098612,0.052615,0.251193,0.018868,8.071999,0,1.098612,3.395179,0.693147,4.290459,4.148675,4.189655
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.693147,0.693147,0.693147,0,0.693147,1.335001,0.693147,4.304065,4.163093,4.204693
clean,clean,clean,clean,0.693147,0.693147,1.098612,0.077087,0.693147,0.693147,3.941582,0,0.693147,1.373716,0.405465,4.330733,4.193285,4.234107
clean,clean,clean,clean,0.693147,0.693147,1.098612,0.113937,0.693147,0.693147,7.330405,0,0.693147,1.376244,0.405465,4.343805,4.208268,4.248495
clean,clean,clean,clean,0.693147,1.098612,1.098612,0.482045,0.002566,0.002993,7.063476,0,1.386294,1.406097,0.916291,4.356709,4.222738,4.26268
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.021506,0.010811,5.910797,0,0.693147,1.432701,1.386294,0.693147,0.542324,0.693147
buggy,clean,buggy,buggy,0.693147,2.197225,2.890372,1.125754,0.072762,0.009752,6.830172,0,1.791759,3.455054,0.928219,4.369448,4.235555,4.276666
clean,clean,clean,clean,0.693147,0.693147,1.791759,1.124157,0,0.693147,5.64827,0,1.098612,3.508855,0.587787,4.382027,4.245061,4.290459
buggy,clean,buggy,buggy,0.693147,1.609438,2.197225,1.283472,0.006549,0.002853,6.775514,0,1.098612,3.833845,0.756122,4.394449,4.259294,4.304065
buggy,buggy,buggy,buggy,0.693147,2.302585,3.73767,1.67555,0.018321,0.009523,6.340183,0,1.791759,3.276767,0.378436,3.044522,2.91723,2.995732
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0,0.693147,2.197225,0,0.693147,0,0.693147,3.135494,3.019937,3.091042
clean,clean,clean,clean,0.693147,1.098612,1.609438,0.783285,0.007435,0.410428,4.219508,0,1.386294,2.903617,0.559616,3.178054,3.065258,3.135494
clean,clean,clean,clean,0.693147,1.386294,1.386294,0.938702,0.001011,0.000758,7.184879,0,1.609438,3.20234,1.465568,2.833213,2.677591,2.833213
clean,clean,clean,clean,0.693147,1.098612,1.098612,0.646488,0.123614,0.009699,6.242223,0,0.693147,1.519513,0.405465,3.526361,3.391147,2.70805
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0.007417,0,7.098376,0,1.098612,3.555062,1.609438,3.555348,3.424263,2.772589
