buggy_B2,buggy_AG,buggy_MA,buggy_RA,ns,nd,nf,entropy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp
clean,clean,clean,clean,1.386294,1.94591,2.079442,1.290268,0.003168,0.003743,6.20716,0,1.94591,0.00995,1.609438,3.496508,3.277899,4.025352
clean,clean,clean,clean,0,0,0,0,0,0,0,0,0,0,0,4.060443,3.86556,0
clean,clean,clean,clean,1.386294,1.609438,1.791759,0.880245,0.028394,0.015947,5.702448,1,1.94591,3.800868,2.933857,3.526361,3.31273,4.330733
buggy,buggy,buggy,buggy,1.386294,2.302585,3.332205,1.440693,0.022263,0.039663,6.719641,1,1.94591,3.32071,1.499623,2.70805,2.626117,3.583519
clean,clean,clean,clean,1.386294,1.386294,1.609438,0.867869,0.018692,0.001604,6.43575,1,1.94591,3.933001,3.167583,2.772589,2.695978,3.663562
buggy,clean,clean,clean,1.386294,1.791759,2.079442,0.857538,0.048298,0.000929,7.232632,0,1.94591,4.21109,2.669309,3.555348,3.33149,4.127134
clean,clean,clean,clean,1.098612,1.386294,1.791759,1.091507,0.135608,0.035932,5.200705,0,1.94591,1.773256,2.995732,2.833213,2.748552,2.833213
clean,clean,clean,clean,1.386294,1.609438,1.791759,0.858746,0.01493,0.044765,5.726196,1,1.94591,3.611998,3.005683,2.890372,2.805177,3.7612
buggy,buggy,buggy,buggy,1.386294,2.639057,3.258097,1.41096,0.119109,0.024401,6.380868,0,1.94591,3.518091,1.601406,3.555348,3.329701,4.369448
clean,clean,clean,clean,0.693147,0.693147,0.693147,0,0,0,0,0,1.098612,0,1.098612,3.583519,3.364879,3.496508
buggy,buggy,buggy,buggy,1.386294,1.386294,2.639057,1.357192,0.054224,0.008721,6.02531,0,1.94591,4.474036,2.135349,4.077537,3.864302,4.430817
buggy,buggy,buggy,buggy,1.386294,1.386294,1.386294,0.668515,0.111522,0,6.031478,0,1.94591,4.249637,3.516607,2.944439,2.853016,3.828641
clean,buggy,buggy,buggy,1.386294,1.94591,1.94591,1.029391,0.05099,0.035076,6.61114,0,1.94591,1.832581,2.862201,3.610918,3.386084,4.418841
clean,clean,clean,clean,1.098612,1.098612,1.098612,0.651437,0.002768,0.001385,6.582717,1,1.94591,2.267994,3.931826,2.995732,2.90526,3.583519
clean,clean,clean,clean,1.098612,1.098612,1.098612,0.052115,0.01244,0.018279,8.578006,0,1.94591,3.606313,3.941582,0,0,0
clean,clean,clean,clean,0.693147,1.098612,1.098612,0.693147,0.004121,0.001376,6.589614,1,0.693147,3.084658,0.405465,0,0,0
buggy,buggy,buggy,clean,1.098612,1.386294,1.386294,0.556293,0.030565,0.001241,6.287859,1,2.079442,3.100092,3.555348,3.637586,3.393501,4.143135
